timestamp,Discharge Pressure(psi),Average Amps(Amps),Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi),Gas Lock,State,Dif
10/11/2022 5:33,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,0,CLEAR,20.13333333
10/11/2022 5:34,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,0,CLEAR,1.383333333
10/11/2022 5:35,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,0,CLEAR,0.716666667
10/11/2022 5:36,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,1,CLEAR,1.433333333
10/11/2022 5:37,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969,0,CLEAR,0.716666667
10/11/2022 5:53,1548.999939,620.9999847,64.00000095,56.0000002,103.0000019,1306.999969,0,CLEAR,15.78333333
10/11/2022 6:13,1628.999939,627.9999924,63.00000191,57.9999983,101.0000038,1318.000031,0,CLEAR,20.1
10/11/2022 6:33,1423.999939,612.0000076,66.99999809,54.0000021,96.00000381,1308.000031,0,CLEAR,20.08333333
10/11/2022 6:53,1495,585,59.00000095,64.9999976,108.0000019,1124.000015,0,CLEAR,20.08333333
10/11/2022 7:13,1636.000061,527.9999924,65,57.9999983,101.0000038,1161.999969,0,CLEAR,20.08333333
10/11/2022 7:32,1388.000031,545.9999847,65,64.9999976,115,1145.999985,0,CLEAR,19.38333333
10/11/2022 7:44,1566.999969,467.9999924,60,55.0000012,101.9999981,1129.000015,1,CLEAR,11.46666667
10/11/2022 7:48,1548.000031,469.0000153,66.99999809,62.9999995,98.00000191,1156.999969,1,CLEAR,4.316666667
10/11/2022 7:52,1548.000031,469.0000153,66.99999809,62.9999995,98.00000191,1156.999969,0,CLEAR,4.3
10/11/2022 7:57,1331.000061,469.0000153,65.99999905,54.0000021,116.0000038,1125,0,CLEAR,5.033333333
10/11/2022 8:07,1466.999969,439.0000153,61.99999809,62.9999995,103.0000019,1168.000031,1,CLEAR,9.316666667
10/11/2022 8:08,1466.999969,439.0000153,61.99999809,62.9999995,103.0000019,1168.000031,1,CLEAR,0.716666667
10/11/2022 8:09,1466.999969,439.0000153,61.99999809,62.9999995,103.0000019,1168.000031,0,CLEAR,1.433333333
10/11/2022 8:10,1428.999939,484.0000153,59.00000095,60.0000024,116.0000038,1050.999985,0,CLEAR,0.716666667
10/11/2022 8:13,1428.999939,484.0000153,59.00000095,60.0000024,116.0000038,1050.999985,0,CLEAR,2.883333333
10/11/2022 8:33,775,35.99999905,61.99999809,60.0000024,111.0000038,1125,0,CLEAR,20.06666667
10/11/2022 8:48,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939,1,HI,15.06666667
10/11/2022 8:48,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939,0,HI,0.716666667
10/11/2022 8:50,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939,0,HI,1.433333333
10/11/2022 8:51,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939,0,HI,0.716666667
10/11/2022 8:53,660.9999847,35.99999905,66.99999809,58.9999974,120,1050,0,HI,2.15
10/11/2022 9:13,733.0000305,40.99999905,65,56.0000002,118.0000019,1229.000015,0,CLEAR,20.1
10/11/2022 9:33,655,39.00000095,63.00000191,60.0000024,106.0000038,1088.000031,0,CLEAR,20.08333333
10/11/2022 9:53,755.9999847,32.00000048,60,51.9999981,79.00000095,1448.999939,0,CLEAR,20.08333333
10/11/2022 10:12,858.0000305,30,75,0,93.00000191,196.0000038,0,HI,19.36666667
10/11/2022 10:27,774.0000153,30,69.00000095,0,79.00000095,686.9999695,0,CLEAR,14.35
10/11/2022 10:27,774.0000153,30,69.00000095,0,79.00000095,686.9999695,0,CLEAR,0.716666667
10/11/2022 10:30,774.0000153,30,69.00000095,0,79.00000095,686.9999695,0,CLEAR,2.166666667
10/11/2022 10:30,774.0000153,30,69.00000095,0,79.00000095,686.9999695,0,CLEAR,0.716666667
10/11/2022 10:32,774.0000153,30,69.00000095,0,79.00000095,686.9999695,0,CLEAR,2.15
10/11/2022 10:34,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847,1,HI,1.433333333
10/11/2022 10:35,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847,0,HI,0.716666667
10/11/2022 10:37,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847,0,HI,2.15
10/11/2022 10:37,809.0000153,27.99999952,75,28.0000001,81.99999809,690.9999847,0,HI,0.716666667
10/11/2022 10:42,680.9999847,640,58.00000191,64.9999976,98.99999619,1153.000031,1,CLEAR,4.3
