timestamp,Discharge Pressure(psi),Average Amps(Amps),Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi)
11/10/2022 12:09:00 AM,690.9999847,41.99999809,60.99999905,56.0000002,111.0000038,1185
11/10/2022 12:28:00 AM,704.0000153,40,63.00000191,57.9999983,115,1248.000031
11/10/2022 12:29:00 AM,704.0000153,40,63.00000191,57.9999983,115,1248.000031
11/10/2022 12:30:00 AM,734.0000153,40.99999905,59.00000095,54.0000021,118.0000019,1025.999985
11/10/2022 12:31:00 AM,734.0000153,40.99999905,59.00000095,54.0000021,118.0000019,1025.999985
11/10/2022 12:33:00 AM,734.0000153,40.99999905,59.00000095,54.0000021,118.0000019,1025.999985
11/10/2022 12:53:00 AM,865.9999847,40,66.99999809,57.9999983,116.0000038,1115.999985
11/10/2022 1:13:00 AM,643.0000305,35,58.00000191,55.0000012,75.99999905,1466.999969
11/10/2022 1:33:00 AM,853.0000305,35,79.00000095,50,100,1226.999969
11/10/2022 1:53:00 AM,844.0000153,34.00000095,71.99999809,0,85,640
11/10/2022 1:55:00 AM,844.0000153,34.00000095,71.99999809,0,85,640
11/10/2022 1:56:00 AM,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305
11/10/2022 1:58:00 AM,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305
11/10/2022 1:59:00 AM,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305
11/10/2022 2:02:00 AM,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305
11/10/2022 2:03:00 AM,705,715.9999847,66.99999809,61.0000014,101.0000038,1124.000015
11/10/2022 2:05:00 AM,705,715.9999847,66.99999809,61.0000014,101.0000038,1124.000015
11/10/2022 2:06:00 AM,705,715.9999847,66.99999809,61.0000014,101.0000038,1124.000015
11/10/2022 2:12:00 AM,709.0000153,597.9999924,59.00000095,55.0000012,111.9999981,1200.999985
11/10/2022 2:12:00 AM,709.0000153,597.9999924,59.00000095,55.0000012,111.9999981,1200.999985
11/10/2022 2:32:00 AM,686.9999695,635.9999847,55.99999905,62.9999995,103.0000019,1233.000031
11/10/2022 2:53:00 AM,663.0000305,594.0000153,64.00000095,56.9999993,113.0000019,1089.000015
11/10/2022 3:01:00 AM,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969
11/10/2022 3:02:00 AM,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969
11/10/2022 3:03:00 AM,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969
11/10/2022 3:03:00 AM,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969
11/10/2022 3:13:00 AM,669.0000153,594.0000153,65,66.0000026,113.9999962,1146.999969
11/10/2022 3:33:00 AM,646.9999695,605,64.00000095,62.0000005,101.0000038,1290
11/10/2022 3:53:00 AM,726.9999695,550.9999847,65,60.0000024,101.0000038,1220.999985
11/10/2022 4:09:00 AM,625.9999847,475,60.99999905,58.9999974,106.9999981,1298.999939
11/10/2022 4:13:00 AM,625.9999847,475,60.99999905,58.9999974,106.9999981,1298.999939
11/10/2022 4:15:00 AM,630,542.0000076,61.99999809,61.0000014,98.99999619,1200
11/10/2022 4:29:00 AM,645.9999847,482.9999924,56.99999809,63.9999986,115,1156.999969
11/10/2022 4:33:00 AM,645.9999847,482.9999924,56.99999809,63.9999986,115,1156.999969
11/10/2022 4:34:00 AM,612.9999924,512.9999924,56.99999809,55.0000012,113.9999962,1225.999985
11/10/2022 4:44:00 AM,685,455.9999847,61.99999809,57.9999983,108.0000019,1143.000031
11/10/2022 4:52:00 AM,654.0000153,510.9999847,65.99999905,64.9999976,110,1200
11/10/2022 5:12:00 AM,1730,629.0000153,56.99999809,62.0000005,110,1240
11/10/2022 5:12:00 AM,1730,629.0000153,56.99999809,62.0000005,110,1240
11/10/2022 5:33:00 AM,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969
11/10/2022 5:34:00 AM,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969
11/10/2022 5:35:00 AM,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969
11/10/2022 5:36:00 AM,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969
11/10/2022 5:37:00 AM,1481.999969,594.0000153,58.00000191,61.0000014,106.0000038,1161.999969
11/10/2022 5:53:00 AM,1548.999939,620.9999847,64.00000095,56.0000002,103.0000019,1306.999969
11/10/2022 6:13:00 AM,1628.999939,627.9999924,63.00000191,57.9999983,101.0000038,1318.000031
11/10/2022 6:33:00 AM,1423.999939,612.0000076,66.99999809,54.0000021,96.00000381,1308.000031
11/10/2022 6:53:00 AM,1495,585,59.00000095,64.9999976,108.0000019,1124.000015
11/10/2022 7:13:00 AM,1636.000061,527.9999924,65,57.9999983,101.0000038,1161.999969
11/10/2022 7:32:00 AM,1388.000031,545.9999847,65,64.9999976,115,1145.999985
11/10/2022 7:44:00 AM,1566.999969,467.9999924,60,55.0000012,101.9999981,1129.000015
11/10/2022 7:48:00 AM,1548.000031,469.0000153,66.99999809,62.9999995,98.00000191,1156.999969
11/10/2022 7:52:00 AM,1548.000031,469.0000153,66.99999809,62.9999995,98.00000191,1156.999969
11/10/2022 7:57:00 AM,1331.000061,469.0000153,65.99999905,54.0000021,116.0000038,1125
11/10/2022 8:07:00 AM,1466.999969,439.0000153,61.99999809,62.9999995,103.0000019,1168.000031
11/10/2022 8:08:00 AM,1466.999969,439.0000153,61.99999809,62.9999995,103.0000019,1168.000031
11/10/2022 8:09:00 AM,1466.999969,439.0000153,61.99999809,62.9999995,103.0000019,1168.000031
11/10/2022 8:10:00 AM,1428.999939,484.0000153,59.00000095,60.0000024,116.0000038,1050.999985
11/10/2022 8:13:00 AM,1428.999939,484.0000153,59.00000095,60.0000024,116.0000038,1050.999985
11/10/2022 8:33:00 AM,775,35.99999905,61.99999809,60.0000024,111.0000038,1125
11/10/2022 8:48:00 AM,779.0000153,34.00000095,64.00000095,62.9999995,113.9999962,1283.999939
