timestamp,Discharge Pressure(psi),Average Amps(Amps),Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi),State
13/11/2022 11:46:00 AM,1621,559,60,60,116,1290,HI
13/11/2022 11:53:00 AM,1378,570,65,56,113,1280,HI
13/11/2022 12:12:00 PM,1458,467,61,56,113,1091,CLEAR
13/11/2022 12:24:00 PM,1513,449,63,58,101,1215,CLEAR
13/11/2022 12:32:00 PM,1441,497,59,56,113,1084,CLEAR
13/11/2022 12:37:00 PM,1385,500,64,56,98,1070,CLEAR
13/11/2022 12:47:00 PM,1493,505,65,54,101,1220,CLEAR
13/11/2022 12:52:00 PM,1543,475,55,63,116,1073,CLEAR
13/11/2022 12:53:00 PM,1543,475,55,63,116,1073,CLEAR
13/11/2022 12:55:00 PM,1543,475,55,63,116,1073,CLEAR
13/11/2022 12:55:00 PM,1543,475,55,63,116,1073,CLEAR
13/11/2022 12:56:00 PM,1543,475,55,63,116,1073,CLEAR
13/11/2022 12:57:00 PM,1611,515,60,55,110,1230,CLEAR
13/11/2022 1:07:00 PM,760,40,56,62,113,1054,CLEAR
13/11/2022 1:13:00 PM,665,39,55,62,113,1235,HI
13/11/2022 1:33:00 PM,850,35,65,61,118,1159,CLEAR
13/11/2022 1:36:00 PM,850,35,65,61,118,1159,CLEAR
13/11/2022 1:37:00 PM,850,35,65,61,118,1159,CLEAR
13/11/2022 1:38:00 PM,850,35,65,61,118,1159,CLEAR
13/11/2022 1:52:00 PM,805,40,65,58,101,1045,CLEAR
13/11/2022 2:13:00 PM,674,35,60,57,105,1190,CLEAR
13/11/2022 2:17:00 PM,610,40,65,46,88,1380,HI
13/11/2022 2:18:00 PM,610,40,65,46,88,1380,HI
13/11/2022 2:19:00 PM,610,40,65,46,88,1380,HI
13/11/2022 2:33:00 PM,719,37,60,49,85,1403,CLEAR
13/11/2022 2:52:00 PM,768,35,73,0,118,64,CLEAR
13/11/2022 3:10:00 PM,824,35,76,0,71,660,CLEAR
13/11/2022 3:11:00 PM,824,35,76,0,71,660,CLEAR
13/11/2022 3:12:00 PM,824,35,76,0,71,660,CLEAR
13/11/2022 3:13:00 PM,860,25,73,14,76,730,CLEAR
13/11/2022 3:14:00 PM,860,25,73,14,76,730,CLEAR
13/11/2022 3:17:00 PM,860,25,73,14,76,730,CLEAR
13/11/2022 3:18:00 PM,860,25,73,14,76,730,CLEAR
13/11/2022 3:20:00 PM,715,690,63,56,116,1225,CLEAR
13/11/2022 3:21:00 PM,715,690,63,56,116,1225,CLEAR
13/11/2022 3:33:00 PM,754,684,58,56,115,1135,CLEAR
13/11/2022 3:53:00 PM,661,630,58,55,103,1170,CLEAR
13/11/2022 4:09:00 PM,694,540,55,61,100,1178,CLEAR
13/11/2022 4:10:00 PM,694,540,55,61,100,1178,CLEAR
13/11/2022 4:13:00 PM,655,555,59,54,98,1216,CLEAR
13/11/2022 4:33:00 PM,698,625,63,61,110,1316,CLEAR
13/11/2022 4:50:00 PM,627,610,61,54,111,1175,CLEAR
13/11/2022 4:51:00 PM,627,610,61,54,111,1175,CLEAR
13/11/2022 4:51:00 PM,627,610,61,54,111,1175,CLEAR
13/11/2022 4:53:00 PM,627,610,61,54,111,1175,CLEAR
13/11/2022 5:05:00 PM,670,504,58,55,113,1283,HI
13/11/2022 5:08:00 PM,670,504,58,55,113,1283,HI
13/11/2022 5:13:00 PM,680,517,60,63,111,1156,CLEAR
13/11/2022 5:26:00 PM,703,545,58,56,98,1154,CLEAR
13/11/2022 5:32:00 PM,660,477,65,56,108,1155,CLEAR
13/11/2022 5:32:00 PM,660,477,65,56,108,1155,CLEAR
13/11/2022 5:47:00 PM,615,490,56,56,108,1124,CLEAR
13/11/2022 5:52:00 PM,703,464,65,62,108,1170,CLEAR
13/11/2022 5:52:00 PM,703,464,65,62,108,1170,CLEAR
13/11/2022 6:01:00 PM,649,445,63,54,108,1180,CLEAR
13/11/2022 6:06:00 PM,637,524,56,64,110,1336,HI
13/11/2022 6:13:00 PM,617,470,56,57,111,1121,CLEAR
13/11/2022 6:33:00 PM,1661,708,65,62,111,1196,CLEAR
13/11/2022 6:42:00 PM,1493,579,63,56,96,1155,CLEAR
13/11/2022 6:43:00 PM,1493,579,63,56,96,1155,CLEAR
13/11/2022 6:43:00 PM,1493,579,63,56,96,1155,CLEAR
13/11/2022 6:53:00 PM,1550,635,59,57,113,1295,HI
13/11/2022 7:13:00 PM,1585,584,61,62,98,1240,CLEAR
13/11/2022 7:23:00 PM,1525,580,66,57,106,1300,CLEAR
13/11/2022 7:24:00 PM,1433,599,66,54,108,1333,CLEAR
13/11/2022 7:24:00 PM,1433,599,66,54,108,1333,CLEAR
13/11/2022 7:33:00 PM,1386,599,60,63,108,1233,CLEAR
13/11/2022 7:53:00 PM,1441,515,61,54,103,1096,CLEAR
13/11/2022 8:04:00 PM,1588,522,66,62,118,1155,CLEAR
13/11/2022 8:04:00 PM,1588,522,66,62,118,1155,CLEAR
13/11/2022 8:05:00 PM,1588,522,66,62,118,1155,CLEAR
13/11/2022 8:06:00 PM,1588,522,66,62,118,1155,CLEAR
13/11/2022 8:12:00 PM,1418,565,60,63,113,1096,CLEAR
13/11/2022 8:32:00 PM,1378,502,66,58,111,1235,CLEAR
13/11/2022 8:36:00 PM,1378,502,66,58,111,1235,CLEAR
13/11/2022 8:51:00 PM,1606,530,61,56,116,1220,CLEAR
13/11/2022 8:53:00 PM,1606,530,61,56,116,1220,CLEAR
13/11/2022 9:01:00 PM,1390,512,59,56,100,1200,CLEAR
13/11/2022 9:07:00 PM,1580,522,60,58,118,1224,CLEAR
13/11/2022 9:13:00 PM,1555,482,65,60,116,1079,CLEAR
13/11/2022 9:15:00 PM,1555,482,65,60,116,1079,CLEAR
13/11/2022 9:15:00 PM,1555,482,65,60,116,1079,CLEAR
13/11/2022 9:30:00 PM,1533,435,58,62,116,1248,CLEAR
13/11/2022 9:33:00 PM,1533,435,58,62,116,1248,CLEAR
13/11/2022 9:53:00 PM,695,39,64,60,106,1169,CLEAR
13/11/2022 9:56:00 PM,641,37,66,64,101,1168,CLEAR
13/11/2022 9:56:00 PM,641,37,66,64,101,1168,CLEAR
13/11/2022 9:57:00 PM,641,37,66,64,101,1168,CLEAR
13/11/2022 10:13:00 PM,673,37,59,62,98,1194,CLEAR
13/11/2022 10:33:00 PM,678,35,61,58,101,1079,CLEAR
13/11/2022 10:37:00 PM,678,35,61,58,101,1079,CLEAR
13/11/2022 10:39:00 PM,914,37,55,56,116,1201,CLEAR
13/11/2022 10:53:00 PM,681,35,55,49,91,1468,CLEAR
13/11/2022 11:12:00 PM,820,32,79,50,103,1528,CLEAR
13/11/2022 11:32:00 PM,763,35,70,0,81,664,CLEAR
13/11/2022 11:42:00 PM,820,30,71,0,76,632,CLEAR
13/11/2022 11:43:00 PM,820,30,71,0,76,632,CLEAR
13/11/2022 11:45:00 PM,820,30,71,0,76,632,CLEAR
13/11/2022 11:45:00 PM,820,30,71,0,76,632,CLEAR
13/11/2022 11:48:00 PM,854,30,70,27,81,675,CLEAR
13/11/2022 11:48:00 PM,854,30,70,27,81,675,CLEAR
13/11/2022 11:49:00 PM,854,30,70,27,81,675,CLEAR
13/11/2022 11:50:00 PM,854,30,70,27,81,675,CLEAR
13/11/2022 11:52:00 PM,854,30,70,27,81,675,CLEAR
13/11/2022 11:53:00 PM,854,30,70,27,81,675,CLEAR
13/11/2022 11:54:00 PM,854,30,70,27,81,675,CLEAR
14/11/2022 12:13:00 AM,743,580,63,56,108,1109,CLEAR
14/11/2022 12:29:00 AM,720,600,55,58,111,1136,CLEAR
14/11/2022 12:30:00 AM,655,577,66,56,111,1105,CLEAR
14/11/2022 12:33:00 AM,655,577,66,56,111,1105,CLEAR
14/11/2022 12:53:00 AM,630,584,55,57,101,1194,CLEAR
14/11/2022 1:09:00 AM,653,600,60,56,101,1316,HI
14/11/2022 1:10:00 AM,653,600,60,56,101,1316,HI
14/11/2022 1:11:00 AM,653,600,60,56,101,1316,HI
14/11/2022 1:13:00 AM,653,600,60,56,101,1316,HI
14/11/2022 1:33:00 AM,668,542,56,64,103,1291,HI
14/11/2022 1:52:00 AM,609,490,66,56,113,1111,HI
14/11/2022 2:06:00 AM,710,489,65,55,111,1199,CLEAR
14/11/2022 2:12:00 AM,680,462,56,58,115,1203,CLEAR
14/11/2022 2:19:00 AM,695,547,65,61,101,1196,CLEAR
14/11/2022 2:33:00 AM,599,462,63,61,103,1258,CLEAR
14/11/2022 2:35:00 AM,599,462,63,61,103,1258,CLEAR
14/11/2022 2:39:00 AM,599,462,63,61,103,1258,CLEAR
14/11/2022 2:53:00 AM,612,512,55,62,108,1274,HI
14/11/2022 3:01:00 AM,1708,630,55,63,116,1346,HI
14/11/2022 3:02:00 AM,1708,630,55,63,116,1346,HI
14/11/2022 3:03:00 AM,1708,630,55,63,116,1346,HI
14/11/2022 3:13:00 AM,1510,688,68,61,103,1223,CLEAR
14/11/2022 3:32:00 AM,1708,625,60,56,115,1205,CLEAR
14/11/2022 3:42:00 AM,1433,625,64,66,116,1171,CLEAR
14/11/2022 3:43:00 AM,1433,625,64,66,116,1171,CLEAR
14/11/2022 3:53:00 AM,1606,635,61,64,113,1115,CLEAR
14/11/2022 4:13:00 AM,1620,565,66,62,101,1253,CLEAR
14/11/2022 4:24:00 AM,1431,605,61,55,98,1233,CLEAR
14/11/2022 4:24:00 AM,1431,605,61,55,98,1233,CLEAR
14/11/2022 4:25:00 AM,1431,605,61,55,98,1233,CLEAR
14/11/2022 4:32:00 AM,1475,585,60,62,100,1190,CLEAR
14/11/2022 4:52:00 AM,1538,555,66,64,110,1181,CLEAR
14/11/2022 5:13:00 AM,1366,472,65,56,98,1298,CLEAR
14/11/2022 5:33:00 AM,1376,492,59,56,105,1108,CLEAR
14/11/2022 5:34:00 AM,1376,492,59,56,105,1108,CLEAR
14/11/2022 5:35:00 AM,1376,492,59,56,105,1108,CLEAR
14/11/2022 5:36:00 AM,1376,492,59,56,105,1108,CLEAR
14/11/2022 5:47:00 AM,1348,529,56,58,105,1179,CLEAR
14/11/2022 5:53:00 AM,1328,505,60,62,111,1248,CLEAR
14/11/2022 5:56:00 AM,1328,505,60,62,111,1248,CLEAR
14/11/2022 6:13:00 AM,690,40,65,62,115,1160,CLEAR
14/11/2022 6:15:00 AM,764,41,65,56,100,1076,CLEAR
14/11/2022 6:16:00 AM,764,41,65,56,100,1076,CLEAR
14/11/2022 6:16:00 AM,764,41,65,56,100,1076,CLEAR
14/11/2022 6:33:00 AM,745,37,56,64,108,1219,CLEAR
14/11/2022 6:53:00 AM,666,37,55,55,101,1055,CLEAR
14/11/2022 6:57:00 AM,666,37,55,55,101,1055,CLEAR
14/11/2022 6:57:00 AM,759,39,58,63,111,1091,CLEAR
14/11/2022 6:58:00 AM,759,39,58,63,111,1091,CLEAR
14/11/2022 7:12:00 AM,629,40,61,62,118,1100,HI
14/11/2022 7:32:00 AM,664,39,61,50,88,1328,HI
14/11/2022 7:53:00 AM,835,32,75,49,103,492,CLEAR
14/11/2022 8:07:00 AM,761,32,71,0,88,582,CLEAR
14/11/2022 8:08:00 AM,761,32,71,0,88,582,CLEAR
14/11/2022 8:08:00 AM,761,32,71,0,88,582,CLEAR
14/11/2022 8:13:00 AM,794,32,81,0,76,640,CLEAR
14/11/2022 8:13:00 AM,794,32,81,0,76,640,CLEAR
14/11/2022 8:14:00 AM,794,32,81,0,76,640,CLEAR
14/11/2022 8:16:00 AM,749,22,75,12,70,630,CLEAR
14/11/2022 8:17:00 AM,749,22,75,12,70,630,CLEAR
14/11/2022 8:21:00 AM,749,22,75,12,70,630,CLEAR
14/11/2022 8:21:00 AM,749,22,75,12,70,630,CLEAR
14/11/2022 8:23:00 AM,766,721,58,66,118,1108,CLEAR
14/11/2022 8:24:00 AM,766,721,58,66,118,1108,CLEAR
14/11/2022 8:33:00 AM,690,614,59,55,113,1231,CLEAR
14/11/2022 8:48:00 AM,673,653,56,61,110,1255,CLEAR
14/11/2022 8:48:00 AM,673,653,56,61,110,1255,CLEAR
14/11/2022 8:49:00 AM,673,653,56,61,110,1255,CLEAR
14/11/2022 8:53:00 AM,703,580,60,61,110,1129,CLEAR
14/11/2022 9:13:00 AM,655,560,60,58,98,1096,CLEAR
14/11/2022 9:29:00 AM,673,547,58,64,108,1139,CLEAR
14/11/2022 9:30:00 AM,663,575,59,64,98,1093,CLEAR
14/11/2022 9:31:00 AM,663,575,59,64,98,1093,CLEAR
14/11/2022 9:33:00 AM,663,575,59,64,98,1093,CLEAR
14/11/2022 9:52:00 AM,653,555,59,56,96,1118,CLEAR
14/11/2022 10:12:00 AM,668,537,55,56,108,1328,HI
14/11/2022 10:29:00 AM,624,562,60,61,111,1315,HI
14/11/2022 10:33:00 AM,645,485,60,56,100,1323,HI
14/11/2022 10:45:00 AM,599,519,55,63,100,1139,CLEAR
14/11/2022 10:47:00 AM,599,519,55,63,100,1139,CLEAR
14/11/2022 10:53:00 AM,671,472,60,64,111,1173,CLEAR
14/11/2022 10:58:00 AM,660,502,60,57,116,1109,HI
14/11/2022 11:02:00 AM,718,454,55,63,103,1096,CLEAR
14/11/2022 11:13:00 AM,650,484,65,63,105,1173,CLEAR
14/11/2022 11:21:00 AM,666,500,61,62,100,1265,CLEAR
14/11/2022 11:22:00 AM,676,485,65,60,101,1200,CLEAR
14/11/2022 11:26:00 AM,676,485,65,60,101,1200,CLEAR
14/11/2022 11:31:00 AM,1638,689,55,56,108,1211,CLEAR
14/11/2022 11:33:00 AM,1638,689,55,56,108,1211,CLEAR
14/11/2022 11:53:00 AM,1621,678,66,58,98,1183,CLEAR
14/11/2022 12:02:00 PM,1640,645,56,66,96,1175,CLEAR
14/11/2022 12:03:00 PM,1640,645,56,66,96,1175,CLEAR
14/11/2022 12:04:00 PM,1640,645,56,66,96,1175,CLEAR
14/11/2022 12:13:00 PM,1646,635,56,57,96,1145,CLEAR
14/11/2022 12:33:00 PM,1538,615,55,57,108,1256,CLEAR
14/11/2022 12:43:00 PM,1448,550,56,57,98,1271,CLEAR
14/11/2022 12:53:00 PM,675,34,56,46,90,1346,CLEAR
14/11/2022 12:53:00 PM,675,34,56,46,90,1346,CLEAR
14/11/2022 12:53:00 PM,675,34,56,46,90,1346,CLEAR
14/11/2022 12:53:00 PM,675,34,56,46,90,1346,CLEAR
14/11/2022 12:54:00 PM,675,34,56,46,90,1346,CLEAR
14/11/2022 12:54:00 PM,675,34,56,46,90,1346,CLEAR
14/11/2022 12:55:00 PM,711,37,59,55,79,1393,CLEAR
14/11/2022 12:57:00 PM,711,37,59,55,79,1393,CLEAR
14/11/2022 1:07:00 PM,620,37,55,49,91,1446,HI
14/11/2022 1:10:00 PM,748,32,71,54,90,1340,CLEAR
14/11/2022 1:12:00 PM,748,32,71,54,90,1340,CLEAR
14/11/2022 1:13:00 PM,748,32,71,54,90,1340,CLEAR
14/11/2022 1:15:00 PM,748,32,71,54,90,1340,CLEAR
14/11/2022 1:16:00 PM,748,32,71,54,90,1340,CLEAR
14/11/2022 1:22:00 PM,813,30,88,47,101,475,CLEAR
14/11/2022 1:33:00 PM,790,32,81,0,81,655,CLEAR
14/11/2022 1:39:00 PM,790,32,81,0,81,655,CLEAR
14/11/2022 1:40:00 PM,813,32,68,0,75,605,CLEAR
14/11/2022 1:43:00 PM,813,32,68,0,75,605,CLEAR
14/11/2022 1:44:00 PM,813,32,68,0,75,605,CLEAR
14/11/2022 1:46:00 PM,895,24,71,15,78,645,CLEAR
14/11/2022 1:47:00 PM,895,24,71,15,78,645,CLEAR
14/11/2022 1:47:00 PM,895,24,71,15,78,645,CLEAR
14/11/2022 1:50:00 PM,895,24,71,15,78,645,CLEAR
14/11/2022 1:51:00 PM,895,24,71,15,78,645,CLEAR
14/11/2022 1:53:00 PM,895,24,71,15,78,645,CLEAR
14/11/2022 1:53:00 PM,745,718,56,61,118,1130,CLEAR
14/11/2022 1:54:00 PM,745,718,56,61,118,1130,CLEAR
14/11/2022 2:12:00 PM,750,685,64,56,115,1188,CLEAR
14/11/2022 2:32:00 PM,649,622,65,55,111,1126,CLEAR
14/11/2022 2:53:00 PM,698,565,63,57,108,1286,CLEAR
14/11/2022 3:13:00 PM,673,550,55,64,110,1173,CLEAR
14/11/2022 3:33:00 PM,637,505,55,55,116,1135,HI
14/11/2022 3:52:00 PM,669,512,56,57,96,1281,HI
14/11/2022 3:53:00 PM,669,512,56,57,96,1281,HI
14/11/2022 4:01:00 PM,685,519,55,54,108,1170,CLEAR
14/11/2022 4:13:00 PM,713,547,61,55,100,1135,CLEAR
14/11/2022 4:27:00 PM,698,537,61,64,111,1101,CLEAR
14/11/2022 4:33:00 PM,615,505,65,62,116,1275,HI
14/11/2022 4:41:00 PM,653,539,63,57,108,1274,HI
14/11/2022 4:49:00 PM,600,527,55,60,110,1170,CLEAR
14/11/2022 4:50:00 PM,600,527,55,60,110,1170,CLEAR
14/11/2022 4:51:00 PM,600,527,55,60,110,1170,CLEAR
14/11/2022 4:52:00 PM,645,512,55,64,116,1194,HI
14/11/2022 4:52:00 PM,645,512,55,64,116,1194,HI
14/11/2022 4:53:00 PM,645,512,55,64,116,1194,HI
14/11/2022 4:54:00 PM,645,512,55,64,116,1194,HI
14/11/2022 4:55:00 PM,645,512,55,64,116,1194,HI
14/11/2022 4:55:00 PM,645,512,55,64,116,1194,HI
14/11/2022 4:56:00 PM,645,512,55,64,116,1194,HI
14/11/2022 4:57:00 PM,645,512,55,64,116,1194,HI
14/11/2022 5:02:00 PM,1460,649,60,56,113,1333,HI
14/11/2022 5:12:00 PM,1556,579,65,61,113,1315,HI
14/11/2022 5:33:00 PM,1741,582,65,56,101,1140,CLEAR
14/11/2022 5:53:00 PM,1405,575,65,62,106,1191,CLEAR
14/11/2022 6:13:00 PM,1440,617,58,55,98,1120,CLEAR
14/11/2022 6:33:00 PM,1633,527,60,56,116,1194,CLEAR
14/11/2022 6:53:00 PM,1473,565,66,57,111,1140,CLEAR
14/11/2022 7:12:00 PM,1618,502,55,57,118,1236,CLEAR
14/11/2022 7:13:00 PM,1618,502,55,57,118,1236,CLEAR
14/11/2022 7:21:00 PM,1541,497,55,54,115,1279,HI
14/11/2022 7:26:00 PM,1635,484,58,57,113,1298,HI
14/11/2022 7:29:00 PM,1635,484,58,57,113,1298,HI
14/11/2022 7:31:00 PM,1528,482,59,61,98,1298,CLEAR
14/11/2022 7:32:00 PM,1528,482,59,61,98,1298,CLEAR
14/11/2022 7:32:00 PM,1528,482,59,61,98,1298,CLEAR
14/11/2022 7:33:00 PM,1528,482,59,61,98,1298,CLEAR
14/11/2022 7:36:00 PM,1528,482,59,61,98,1298,CLEAR
14/11/2022 7:37:00 PM,1521,472,66,56,101,1145,CLEAR
14/11/2022 7:41:00 PM,1521,472,66,56,101,1145,CLEAR
14/11/2022 7:52:00 PM,1520,480,64,62,98,1244,CLEAR
14/11/2022 7:55:00 PM,1520,480,64,62,98,1244,CLEAR
14/11/2022 7:56:00 PM,1520,480,64,62,98,1244,CLEAR
14/11/2022 7:57:00 PM,1520,480,64,62,98,1244,CLEAR
14/11/2022 8:00:00 PM,1553,437,61,55,116,1233,CLEAR
14/11/2022 8:10:00 PM,706,39,63,61,111,1120,CLEAR
14/11/2022 8:13:00 PM,706,39,63,61,111,1120,CLEAR
14/11/2022 8:33:00 PM,711,43,61,54,106,1135,CLEAR
14/11/2022 8:53:00 PM,684,43,56,62,110,1169,CLEAR
14/11/2022 9:13:00 PM,864,40,59,62,118,1256,CLEAR
14/11/2022 9:33:00 PM,629,37,65,56,86,1428,HI
14/11/2022 9:53:00 PM,844,32,71,50,95,1264,CLEAR
14/11/2022 9:59:00 PM,790,30,91,50,121,1760,HI
14/11/2022 10:00:00 PM,790,30,91,50,121,1760,HI
14/11/2022 10:07:00 PM,823,34,86,0,81,590,CLEAR
14/11/2022 10:07:00 PM,823,34,86,0,81,590,CLEAR
14/11/2022 10:12:00 PM,798,32,71,0,81,696,CLEAR
14/11/2022 10:14:00 PM,798,32,71,0,81,696,CLEAR
14/11/2022 10:15:00 PM,848,22,70,7,80,706,CLEAR
14/11/2022 10:17:00 PM,848,22,70,7,80,706,CLEAR
14/11/2022 10:18:00 PM,848,22,70,7,80,706,CLEAR
14/11/2022 10:22:00 PM,848,22,70,7,80,706,CLEAR
14/11/2022 10:22:00 PM,703,695,65,58,118,1175,CLEAR
14/11/2022 10:25:00 PM,703,695,65,58,118,1175,CLEAR
14/11/2022 10:25:00 PM,703,695,65,58,118,1175,CLEAR
14/11/2022 10:29:00 PM,703,695,65,58,118,1175,CLEAR
14/11/2022 10:32:00 PM,700,610,64,62,113,1233,CLEAR
14/11/2022 10:53:00 PM,718,570,56,56,111,1225,CLEAR
14/11/2022 11:13:00 PM,729,550,58,58,111,1085,CLEAR
14/11/2022 11:33:00 PM,640,555,59,60,100,1253,CLEAR
14/11/2022 11:53:00 PM,605,602,55,64,113,1111,HI
15/11/2022 12:13:00 AM,602,502,59,58,106,1235,CLEAR
15/11/2022 12:29:00 AM,632,565,63,55,111,1095,CLEAR
15/11/2022 12:49:00 AM,635,489,61,61,106,1106,CLEAR
15/11/2022 12:52:00 AM,635,489,61,61,106,1106,CLEAR
15/11/2022 12:52:00 AM,635,489,61,61,106,1106,CLEAR
15/11/2022 12:53:00 AM,699,465,59,61,110,1244,CLEAR
15/11/2022 12:54:00 AM,699,465,59,61,110,1244,CLEAR
15/11/2022 1:04:00 AM,655,487,61,62,113,1241,HI
15/11/2022 1:11:00 AM,664,514,58,55,111,1206,CLEAR
15/11/2022 1:12:00 AM,664,514,58,55,111,1206,CLEAR
15/11/2022 1:13:00 AM,664,514,58,55,111,1206,CLEAR
15/11/2022 1:14:00 AM,695,525,61,56,116,1279,HI
15/11/2022 1:15:00 AM,695,525,61,56,116,1279,HI
15/11/2022 1:15:00 AM,695,525,61,56,116,1279,HI
15/11/2022 1:16:00 AM,695,525,61,56,116,1279,HI
15/11/2022 1:17:00 AM,695,525,61,56,116,1279,HI
15/11/2022 1:33:00 AM,1585,668,66,57,110,1266,CLEAR
15/11/2022 1:34:00 AM,1585,668,66,57,110,1266,CLEAR
15/11/2022 1:36:00 AM,1540,602,64,63,98,1298,CLEAR
15/11/2022 1:53:00 AM,1675,615,59,57,108,1125,CLEAR
15/11/2022 2:13:00 AM,1631,602,60,54,103,1256,CLEAR
15/11/2022 2:33:00 AM,1575,625,58,56,111,1114,CLEAR
15/11/2022 2:53:00 AM,1566,567,63,57,113,1209,CLEAR
15/11/2022 3:13:00 AM,1643,499,66,62,103,1105,CLEAR
15/11/2022 3:33:00 AM,1485,565,55,55,105,1255,CLEAR
15/11/2022 3:52:00 AM,1548,462,59,61,103,1135,CLEAR
15/11/2022 3:52:00 AM,1376,549,59,54,101,1265,CLEAR
15/11/2022 3:53:00 AM,1376,549,59,54,101,1265,CLEAR
15/11/2022 3:56:00 AM,1376,549,59,54,101,1265,CLEAR
15/11/2022 3:57:00 AM,1376,549,59,54,101,1265,CLEAR
15/11/2022 4:01:00 AM,1436,535,60,58,111,1283,CLEAR
15/11/2022 4:02:00 AM,1436,535,60,58,111,1283,CLEAR
15/11/2022 4:05:00 AM,1436,535,60,58,111,1283,CLEAR
15/11/2022 4:07:00 AM,1570,485,56,62,105,1223,CLEAR
15/11/2022 4:12:00 AM,1570,485,56,62,105,1223,CLEAR
15/11/2022 4:15:00 AM,1503,472,61,61,98,1210,CLEAR
15/11/2022 4:15:00 AM,1503,472,61,61,98,1210,CLEAR
15/11/2022 4:16:00 AM,1503,472,61,61,98,1210,CLEAR
15/11/2022 4:17:00 AM,1503,472,61,61,98,1210,CLEAR
15/11/2022 4:20:00 AM,1503,472,61,61,98,1210,CLEAR
15/11/2022 4:32:00 AM,1485,465,55,56,103,1149,CLEAR
15/11/2022 4:33:00 AM,1485,465,55,56,103,1149,CLEAR
15/11/2022 4:53:00 AM,790,39,60,60,103,1190,CLEAR
15/11/2022 5:13:00 AM,640,35,60,63,108,1064,CLEAR
15/11/2022 5:33:00 AM,779,35,64,62,116,1073,CLEAR
15/11/2022 5:53:00 AM,710,37,58,56,101,1264,CLEAR
15/11/2022 6:13:00 AM,705,35,60,56,81,1428,CLEAR
15/11/2022 6:19:00 AM,805,34,75,50,98,1381,CLEAR
15/11/2022 6:19:00 AM,805,34,75,50,98,1381,CLEAR
15/11/2022 6:26:00 AM,745,32,81,55,113,716,CLEAR
15/11/2022 6:27:00 AM,745,32,81,55,113,716,CLEAR
15/11/2022 6:32:00 AM,841,30,75,0,101,207,CLEAR
15/11/2022 6:46:00 AM,758,32,68,0,80,637,CLEAR
15/11/2022 6:47:00 AM,758,32,68,0,80,637,CLEAR
15/11/2022 6:49:00 AM,758,32,68,0,80,637,CLEAR
15/11/2022 6:50:00 AM,758,32,68,0,80,637,CLEAR
15/11/2022 6:52:00 AM,821,27,71,23,75,743,CLEAR
15/11/2022 6:53:00 AM,821,27,71,23,75,743,CLEAR
15/11/2022 6:54:00 AM,821,27,71,23,75,743,CLEAR
15/11/2022 6:56:00 AM,821,27,71,23,75,743,CLEAR
15/11/2022 6:57:00 AM,821,27,71,23,75,743,CLEAR
15/11/2022 6:59:00 AM,821,27,71,23,75,743,CLEAR
15/11/2022 7:13:00 AM,735,590,66,55,116,1053,CLEAR
15/11/2022 7:33:00 AM,716,572,60,56,103,1263,CLEAR
15/11/2022 7:53:00 AM,683,600,61,57,106,1248,CLEAR
15/11/2022 8:13:00 AM,703,540,63,56,106,1273,CLEAR
15/11/2022 8:33:00 AM,625,512,61,63,101,1115,CLEAR
15/11/2022 8:47:00 AM,625,557,68,56,103,1154,CLEAR
15/11/2022 8:52:00 AM,673,545,56,64,106,1266,CLEAR
15/11/2022 8:52:00 AM,673,545,56,64,106,1266,CLEAR
15/11/2022 8:53:00 AM,673,545,56,64,106,1266,CLEAR
15/11/2022 8:55:00 AM,673,545,56,64,106,1266,CLEAR
15/11/2022 8:56:00 AM,673,545,56,64,106,1266,CLEAR
15/11/2022 8:57:00 AM,673,545,56,64,106,1266,CLEAR
15/11/2022 8:57:00 AM,673,545,56,64,106,1266,CLEAR
15/11/2022 8:59:00 AM,659,572,60,56,101,1230,CLEAR
15/11/2022 9:01:00 AM,659,572,60,56,101,1230,CLEAR
15/11/2022 9:07:00 AM,665,537,63,56,113,1301,HI
15/11/2022 9:12:00 AM,632,454,61,61,101,1236,CLEAR
15/11/2022 9:16:00 AM,632,454,61,61,101,1236,CLEAR
15/11/2022 9:30:00 AM,654,527,65,54,113,1210,HI
15/11/2022 9:31:00 AM,654,527,65,54,113,1210,HI
15/11/2022 9:32:00 AM,654,527,65,54,113,1210,HI
15/11/2022 9:32:00 AM,654,527,65,54,113,1210,HI
15/11/2022 9:35:00 AM,715,525,60,55,111,1183,CLEAR
15/11/2022 9:53:00 AM,711,515,64,57,101,1113,CLEAR
15/11/2022 10:03:00 AM,1616,590,64,55,116,1331,HI
15/11/2022 10:13:00 AM,1695,673,64,56,106,1229,CLEAR
15/11/2022 10:33:00 AM,1636,655,56,60,113,1179,CLEAR
15/11/2022 10:53:00 AM,1663,615,59,58,106,1318,CLEAR
15/11/2022 11:13:00 AM,1495,587,65,57,108,1331,CLEAR
15/11/2022 11:33:00 AM,1661,590,56,56,96,1241,CLEAR
15/11/2022 11:39:00 AM,1661,532,58,55,98,1186,CLEAR
15/11/2022 11:41:00 AM,1661,532,58,55,98,1186,CLEAR
15/11/2022 11:42:00 AM,1661,532,58,55,98,1186,CLEAR
15/11/2022 11:44:00 AM,1661,532,58,55,98,1186,CLEAR
15/11/2022 11:52:00 AM,1611,502,55,62,108,1205,CLEAR
15/11/2022 12:04:00 PM,1583,475,61,54,103,1320,CLEAR
